Título,URL,Time Stamp,Fecha publicacion,,Imprescindible Residir,Funciones,Jornada,Experiencia,Tipo contrato,Salario,Alta Candidato,Acceso Empresas,Alta Empresa Gratis,Big Data,Idiomas,Formación Mínima,Nivel Profesional,CVs inscritos en el proceso,AdministradorProgramadorTécnico de Sistemas,Otras Provincias,AdministradorConsultor,Big DataInteligencia Artificial/Machine Learning,ComercialConsultor,Número de puestos,Incentivos,AdministradorRedesTécnico de Sistemas,Personas a cargo,Jefe de ProyectoTécnico de Gestión,Analista ProgramadorConsultorProgramador,Programador,Soporte Técnico,Consultor,Arquitecto TIC,Arquitecto TICDevOpsTécnico de Sistemas,Arquitecto TICDevOps,Técnico de Sistemas,Jefe de Equipo,+ Países,Info Otros Países,Diseño gráfico,Tester,Formador,AnalistaConsultor,Analista ProgramadorProgramador,HelpdeskTécnico Hardware,Analista,AnalistaBig Data,AnalistaAnalista ProgramadorProgramador,Analista ProgramadorInteligencia Artificial/Machine LearningProgramador,Analista ProgramadorBig DataIngenieros/Industria,Jefe de Proyecto,Jefe de EquipoJefe de Proyecto,RedesSoporte Técnico,AdministradorTécnico de Sistemas,HelpdeskRedesSoporte Técnico,Analista ProgramadorAnalista,Desarrollador MóvilProgramador,Ingenieros/Industria,CiberseguridadRedes,Jefe de EquipoProgramador,Arquitecto TICTécnico de Sistemas,Big DataConsultor,ElectrónicaProgramador,Ciberseguridad,ML GenIA,Salesforce,Tableau,Api First,LAN,Kibana,vmware,Api rest,microinformatica,Vue,network,javascript,spring,docker,sap,node.js,snowflake,Arquitectura distribuida hexagonal,colas,SonarSource,AsyncAPI,Appian,GCP,team management,SDK,ia,Oauth,data management,wifi,SAP TRM,Maven,doors,TestRail,postgresql,helpdesk,typo3,big data,azure,excel,sql server,TypeScript,marketing,soporte,etl,HyperV,Oracle,Java,symfony,software,Github,figma,salesforce,Scrum,SQL,api,AWS,One identity Safeguard,pmp,IA,Rust,TCP/IP,protobuf,Citrix,jenkins,redes,hp nonstop,data,scrum,iOS,CISSP,hana,UML,Duplo,aws,Mikrotik,SLA,SIEM,Python,HANA,VMWare,Node,lan,Terraform,scala,ESX,Inteligencia artificial,RTCP,.net,C++,copilot,HTML,pl/sql,Redes,OSS,ITIL,Typescript,QA,linux,Atlassian,Spring Framework,cloud,kubernetes,vpn,listas,mysql,PAM,OpenAPI,jira,Sonar,react native,kanban,gRPC,ongoing,HPE,gcp,Jira,git,Scala,Calypso,oracle,SAP,crm,typescript,arrays,Kubernetes,hashMaps sets.,sql,MOCKITO,Synapse,java,JavaScript,CI/CD,active directory,rest,SonarQube,DDD,estructura de datos,swagger,Mulesoft,BI,Windows,agile,itil,machine learning,chatgpt,OpenApi,Azure,UX,Databricks,ETL,HP Nonstop,JUnit,Kafka,dbt,ticketing,Datafactory,Swift,C,React,Spine 2D,php,WAN,fortinet,cisco,pilas,N8N,Mongodb,shadowbase,Linux,Spring,confluence,angular,AVD,react,ciberseguridad,CSS,j2ee,ci/cd,RDF,Jenkins,ASP NET MVC,formacion,KPI,c nist,api rest,windows,IAM,office 365,python,net,Microstrategy,Kanban,TACL,Spark,Liferay,Opentrack,avro,Javascript
Technical Java Development Lead,https://www.tecnoempleo.com/technical-java-development-lead-bnp-paribas/java-spring/rf-49be131a02d3039d274b,2025-02-14 10:03:16,14/02/2025Actualizada,Madrid(Híbrido),,Programador,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,2,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Analyst,https://www.tecnoempleo.com/senior-data-analyst-bnp-paribas/python-spark-kafka-tableau/rf-fbc51e40928bd3edcf43,2025-02-14 10:03:16,14/02/2025Actualizada,Madrid(Híbrido),,Big Data,Jornada completa,3-5 años,Indefinido,,No especificado,No especificado,No especificado,No especificado,,,Empleado,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Data Analyst,https://www.tecnoempleo.com/senior-data-analyst-bnp-paribas/python-spark-kafka-tableau/rf-a5be1179a24af35fb044,2025-02-14 10:03:16,14/02/2025Actualizada,Madrid- España,,Big Data,Jornada completa,3-5 años,Indefinido,,No especificado,No especificado,No especificado,No especificado,,,Empleado,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SAP Treasury Consultant,https://www.tecnoempleo.com/sap-treasury-consultant-accenture/sap-hana/rf-634516fa9292c382504f,2025-02-14 10:03:16,14/02/2025Actualizada,Barcelona- España,,Consultor,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,0,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Foundations Manager,https://www.tecnoempleo.com/data-foundations-manager-accenture/etl-sql-aws-azure-gcp/rf-6e7117b1420233c26343,2025-02-14 10:03:17,14/02/2025Actualizada,Barcelona- España,,Big Data,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,No especificado,,,Empleado,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ingeniero/a Telecomunicaciones,https://www.tecnoempleo.com/ingeniero-telecomunicaciones-consultrans/lan-wan-tcp-ip-siem/rf-c0ce128532f543476c4d,2025-02-14 10:03:17,14/02/2025Actualizada,Madrid- España,,Ciberseguridad,Jornada completa,Más de 10 años,Indefinido,,No especificado,No especificado,No especificado,,Inglés (Alto),,Empleado,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Development Manager,https://www.tecnoempleo.com/software-development-manager-amazon/software-team-management/rf-2e24137c924663d14142,2025-02-14 10:03:17,14/02/2025Actualizada,Madrid- España,,Jefe de Equipo,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT Project Manager,https://www.tecnoempleo.com/it-project-manager-accenture/scrum-kanban-itil/rf-bbdf1149e2faa3b32145,2025-02-14 10:03:17,14/02/2025Actualizada,Barcelona- España,,Jefe de Proyecto,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,18,,"Asturias, Bizkaia, León y Madrid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Software Engineer - fresh graduate,https://www.tecnoempleo.com/software-engineer-fresh-graduate-oracle/react-javascript/rf-074610d04220a32bb44d,2025-02-14 10:03:18,14/02/2025Actualizada,Barcelona- España,,Programador,Jornada completa,Menos de un año,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,11,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP Finance Consultant,https://www.tecnoempleo.com/sap-finance-consultant-accenture/sap/rf-42971ff2d2831348974e,2025-02-14 10:03:18,14/02/2025Actualizada,Madrid- España,,Consultor,Jornada completa,3-5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,2,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infrastructure Architecture Manager,https://www.tecnoempleo.com/infrastructure-architecture-manager-accenture/cloud-network/rf-b6651a0bb25e2358ee4f,2025-02-14 10:03:18,14/02/2025Actualizada,Madrid- España,,Arquitecto TIC,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Foundations Consultant,https://www.tecnoempleo.com/data-foundations-consultant-accenture/etl-aws-azure-gcp-python/rf-ba8a1720e2c22326d44b,2025-02-14 10:03:18,14/02/2025Actualizada,Barcelona- España,,Big Data,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senior Frontend Engineer,https://www.tecnoempleo.com/senior-frontend-engineer-espana/angular-react-vue-javascript/rf-663810887253a3f0a943,2025-02-14 10:03:19,14/02/2025Actualizada,España,,Programador,Jornada completa,3-5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,7,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SAP Environment,https://www.tecnoempleo.com/sap-environment-accenture/sap/rf-ef0814fdf263536f3844,2025-02-14 10:03:19,14/02/2025Actualizada,Madrid- España,,Consultor,Jornada completa,3-5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,0,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UX Designer,https://www.tecnoempleo.com/ux-designer-amazon/ux-figma/rf-c51314757295f33c1141,2025-02-14 10:03:19,14/02/2025Actualizada,Madrid- España,,Diseño gráfico,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,10,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Development Engineer,https://www.tecnoempleo.com/software-development-engineer-amazon/c-c-rtcp/rf-e301168d920b739f984a,2025-02-14 10:03:19,14/02/2025Actualizada,Madrid- España,,Electrónica,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP SD Consultant,https://www.tecnoempleo.com/sap-sd-consultant-plexus/sap-hana/rf-4bae16af62b52305d041,2025-02-14 10:03:20,14/02/2025Actualizada,100% En remoto,,Consultor,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,1,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Java Developer,https://www.tecnoempleo.com/senior-java-developer-epam/java-spring-aws/rf-0df2165d129d833ca54f,2025-02-14 10:03:20,14/02/2025Actualizada,Málaga- España,,Programador,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,2,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulesoft Architect,https://www.tecnoempleo.com/mulesoft-architect-plexus/mulesoft/rf-19d01db7d24fd3bc5c4c,2025-02-14 10:03:20,14/02/2025Actualizada,100% En remoto,,Arquitecto TIC,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,0,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Front End Squad Lead,https://www.tecnoempleo.com/front-end-squad-lead-santander/angular-react-vue/rf-8b941f3ed2ee733d784a,2025-02-14 10:03:20,14/02/2025Actualizada,Málaga- España,,Programador,Jornada completa,3-5 años,Indefinido,,No especificado,No especificado,No especificado,,,,Empleado,5,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
